UUID;Version;Name;Kategorie;Typ;Bezugsgroesse;Bezugseinheit;Referenzfluss-UUID;Referenzfluss-Name;Schuettdichte (kg/m3);Flaechengewicht (kg/m2);Rohdichte (kg/m3);Schichtdicke (m);Ergiebigkeit (m2);Laengengewicht (kg/m);Umrechungsfaktor auf 1kg;Modul;GWP;ODP;POCP;AP;EP;ADPE;ADPF;PERE;PERM;PERT;PENRE;PENRM;PENRT;SM;RSF;NRSF;FW;HWD;NHWD;RWD;CRU;MFR;MER;EEE;EET
f34a799a-52de-4f69-a623-335f5be207d9;20.19.120;End of Life von verzinktem Stahl;End of Life / Generisch / Metalle;generic dataset;1;kg;fce63bbf-b0cd-4cc0-aac4-0e1de1e2b35c;Stahlschrott (verzinkt);;;7850;;;;
d9f045e5-ae07-4ae6-9fde-5346560411d8;20.19.120;End of Life von Stahlprofilen;End of Life / Generisch / Metalle;generic dataset;1;kg;55a81a3f-4639-4be6-99a0-22586cbc1e84;Stahlschrott;;;7850;;;;
b7cacb37-7945-4518-be5a-bf7df7edf5c2;20.19.120;Bauschutt-Deponierung;End of Life / Generisch / Bauschutt;generic dataset;1;kg;95537f71-45ba-4eb7-90d2-64398bd5db7a;Bauschutt  (unspezifisch );;;;;;;
97505f38-cf73-475a-a8d8-cc2db219565b;20.19.120;Verbrennung Altteppich in MVA inkl. Gutschrift;End of Life / Generisch / Kunststoffe;generic dataset;1;kg;64876ac6-a289-45f8-b94d-d720c93e2830;Verbrennungsgut;;;;;;;
93eb05bd-e607-46de-8d7b-e0727f8d2400;20.19.120;End of Life von Aluminium;End of Life / Generisch / Metalle;generic dataset;1;kg;e0c2b408-7dca-41de-ad53-2d7975838e87;Aluminiumschrott;;;2700;;;;
56d90d2e-11c8-4b49-bc6c-c61f682d0be1;20.19.120;Verbrennung Polystyrol (PS) in MVA inkl. Gutschrift;End of Life / Generisch / Kunststoffe;generic dataset;1;kg;64876ac6-a289-45f8-b94d-d720c93e2830;Verbrennungsgut;;;;;;;
55945019-018a-46da-baae-a3ee62d59cf3;20.19.120;End of Life von Edelstahl;End of Life / Generisch / Metalle;generic dataset;1;kg;3a3259aa-33d7-4edd-aa2c-5c9d6739d713;Edelstahlschrott;;;;;;;
553d7a7a-bf66-4a69-b1ae-6cf15e396935;20.19.120;End of life - Holz naturbelassen in MVA;End of Life / Generisch / Holz;generic dataset;1;kg;64876ac6-a289-45f8-b94d-d720c93e2830;Verbrennungsgut;;;;;;;
4a937f66-c9c2-402b-9a00-83767031bfa7;20.19.120;Bauschuttaufbereitung;End of Life / Generisch / Bauschutt;generic dataset;1;kg;842c8025-27e6-428a-a445-825be11ec595;Rezyklat (Bauschutt);;;;;;;
44e4bf51-8e23-47e3-8f5e-5243525bb32e;20.19.120;End of life - Holzwerkstoffe in MVA;End of Life / Generisch / Holz;generic dataset;1;kg;64876ac6-a289-45f8-b94d-d720c93e2830;Verbrennungsgut;;;;;;;
34694710-3153-4055-806d-9e841f266fd2;20.19.120;Verbrennung Hausmüll;End of Life / Generisch / Hausmüll;generic dataset;1;kg;64876ac6-a289-45f8-b94d-d720c93e2830;Verbrennungsgut;;;;;;;
2d30b3f0-d118-4b24-a037-11f154b43f6f;20.19.120;Inertstoffdeponierung (Glas);End of Life / Generisch / Bauschutt;generic dataset;1;kg;4f19a309-7b3b-11dd-ad8b-0800200c9a66;Deponie von Glas-/Inertabfall;;;;;;;
05e29752-ffbf-4c5e-aaed-041782f566da;20.19.120;Hausmülldeponie;End of Life / Generisch / Hausmüll;generic dataset;1;kg;16768a0b-2697-465e-8a4f-47451ba0f6af;Hausmüll;;;;;;;
0532424f-838f-4411-b8cc-0e29ad16d64b;20.19.120;Verbrennung Kunststoff in MVA inkl. Gutschrift;End of Life / Generisch / Kunststoffe;generic dataset;1;kg;4f1a3f3c-7b3b-11dd-ad8b-0800200c9a66;Abfallverbrennung von Plastik (unspezifische) Anteile in kommunalen Feststoffabfall;;;;;;;
